,proteins
1105,O12D2_HUMAN
1106,CP4AB_HUMAN
1107,CBP4B_DICDI
1108,CGAT1_HUMAN
1109,RFC2_CHICK
1110,DERM_MOUSE
1111,PPA14_ARATH
1112,RL18A_DROME
1113,ENPL_RAT
1114,DEVS_MYCTU
1115,NUD16_MOUSE
1116,MDGA1_RAT
1117,Y3868_ARATH
1118,COASY_MOUSE
1119,PP2B3_DROME
1120,2B1A_HUMAN
1121,Y1318_MYCTU
1122,RPOE_ECOLI
1123,RS16_RAT
1124,NANO1_XENLA
1125,PERK5_ARATH
1126,HSP74_DROME
1127,NCK1_MOUSE
1128,KCNE2_RAT
1129,NU4C_ORYSJ
1130,PP12_SCHPO
1131,CFI1_CAEEL
1132,BPIA1_MOUSE
1133,ING4_HUMAN
1134,ISU3_ARATH
1135,SLA_PROJR
1136,ACOT2_MOUSE
1137,NRARP_HUMAN
1138,IKKA_CHICK
1139,P2R3B_HUMAN
1140,ARR12_ARATH
1141,KAT2B_MOUSE
1142,DDX3Y_HUMAN
1143,TBSYN_GARMA
1144,SCRB2_HUMAN
1145,OBRG_HUMAN
1146,CATA_HELPY
1147,AATPC_ARATH
1148,ESMD_DROME
1149,BH115_ARATH
1150,YJ017_HUMAN
1151,LUPS_KALDA
1152,COBL7_ARATH
1153,CLPC_STAA8
1154,LT4R1_RAT
1155,PODN_HUMAN
1156,SBT4E_ARATH
1157,MYOC_RAT
1158,ING1_MOUSE
1159,LEU3_YEAST
1160,SUT34_ARATH
1161,ORR8_ORYSI
1162,STF1_MOUSE
1163,ACBG1_MOUSE
1164,MMSA_BOVIN
1165,PPIA_MOUSE
1166,ID3_MOUSE
1167,RNI_ECOLI
1168,XYNA_EMENI
1169,MKKS_HUMAN
1170,MENJ_MYCS2
1171,RAP23_ARATH
1172,RL29_MYCTU
1173,RAC1B_DICDI
1174,MOT2_HUMAN
1175,NU4LC_ORYNI
1176,MTBC_ARATH
1177,TCP6_ARATH
1178,IDHC_DICDI
1179,RL402_SCHPO
1180,MCSA_STAA8
1181,COPDA_ARATH
1182,PRIC2_HUMAN
1183,RL81_ARATH
1184,RYH1_SCHPO
1185,MYZAP_MOUSE
1186,PRR3_HUMAN
1187,2SS3_ARATH
1188,MEX3C_HUMAN
1189,M3KCL_HUMAN
1190,PFD6_HUMAN
1191,PKNX2_MOUSE
1192,PEPT2_LACLC
1193,UCRI_YEAST
1194,NCAP_MABVM
1195,GATA9_ARATH
1196,NUDT4_HUMAN
1197,ARFG1_HUMAN
1198,SC6A8_RAT
1199,BEND5_HUMAN
1200,GSC_MOUSE
1201,DPM3_SCHPO
1202,DUF3_ARATH
1203,BMP2_CHICK
1204,IL18_RAT
1205,GH33_ORYSJ
1206,RT06_HUMAN
1207,PPIE_DROME
1208,GAGXE_DROME
1209,DNJB3_MOUSE
1210,DF195_ARATH
1211,SIA1B_MOUSE
1212,CP4FN_HUMAN
1213,PPOX_HUMAN
1214,OR9G1_HUMAN
1215,GLRX_DICDI
1216,RHM2_ARATH
1217,SMZ_ARATH
1218,PROZ_MOUSE
1219,TPP1_MOUSE
1220,CU002_MOUSE
1221,CC50A_BOVIN
1222,HS219_ORYSJ
1223,CRERF_MOUSE
1224,FIMB_SCHPO
1225,FBK55_ARATH
1226,CNBL3_ARATH
1227,IEX1_MOUSE
1228,PACA_HUMAN
1229,C11B3_RAT
1230,TBX19_MOUSE
1231,PEP8_YEAST
1232,EDR4_ARATH
1233,DNJB2_HUMAN
1234,1A12_ARATH
1235,SMS1_RAT
1236,PRLHR_MOUSE
1237,C7195_ESCCA
1238,DEFI_DROME
1239,RT34_HUMAN
1240,PAAB_ECOLI
1241,CP18D_ARATH
1242,THBB_XENLA
1243,P4R3B_HUMAN
1244,NOXO1_MOUSE
1245,PDE2A_BOVIN
1246,SIF2_YEAST
1247,V2R_HUMAN
1248,NCED6_ARATH
1249,LPLJ_BACSU
1250,ACTB_MOUSE
1251,TSC1_SCHPO
1252,SPEE_SCHPO
1253,MMP12_HUMAN
1254,PCNA2_ARATH
1255,VAPB3_MYCTU
1256,XCP1_ARATH
1257,NFIX_HUMAN
1258,PDE2A_MOUSE
1259,SYW_MYCTU
1260,SO1B3_HUMAN
1261,ABFB_ASPNC
1262,GORS2_HUMAN
1263,HSP90_CANAL
1264,ATOH7_MOUSE
1265,Y0656_EMENI
1266,BIRC2_MOUSE
1267,O6C76_HUMAN
1268,MTO1_HUMAN
1269,GATC_MYCTU
1270,CASPE_HUMAN
1271,KHD1A_MOUSE
1272,SL9A4_MOUSE
1273,DX39B_MOUSE
1274,UBE3A_HUMAN
1275,SELB_ECOLI
1276,ARF5_ARATH
1277,RK2_ORYSI
1278,BDH2_DANRE
1279,SAK1_SCHPO
1280,DDX1_MOUSE
1281,CAN6_MOUSE
1282,CENPH_HUMAN
1283,DNJA1_RAT
1284,FDL29_ARATH
1285,COXM2_HUMAN
1286,IFN14_HUMAN
1287,RL24B_YEAST
1288,HTF4_HUMAN
1289,OR8K5_HUMAN
1290,UTS2B_RAT
1291,KKCC1_RAT
1292,DNJA1_HUMAN
1293,PRP4_SCHPO
1294,TAFAB_DROME
1295,OLR1_HUMAN
1296,RHPN2_HUMAN
1297,Y484_MYCTU
1298,PRP1_SCHPO
1299,HEM3_YEAST
1300,TYY1_MOUSE
1301,GSC2_MOUSE
1302,MYOD1_DANRE
1303,SMAD9_HUMAN
1304,YQ68_SCHPO
1305,MTH1_YEAST
1306,TIF1B_MOUSE
1307,MGSA_BACSU
1308,HXD3_HUMAN
1309,LIMS2_HUMAN
1310,GCH1_SCHPO
1311,PSAC_ORYSA
1312,UBE2C_HUMAN
1313,ALAXM_METMA
1314,PSAC_ORYSI
1315,PSAC_ORYSJ
1316,TSN1_ARATH
1317,CRR7_ARATH
1318,AGL27_ARATH
1319,EKI1_YEAST
1320,KLF6_HUMAN
1321,CARP9_CANAL
1322,PSD7A_ARATH
1323,RAA2C_ARATH
1324,NEPR1_DROME
1325,K2C8_RAT
1326,SRSF5_RAT
1327,CP1B1_RAT
1328,NET4_HUMAN
1329,PHNK_ECOLI
1330,DJC25_DROME
1331,EXOS9_RAT
1332,ARL5_CAEEL
1333,AKRC8_ARATH
1334,ITBP1_MOUSE
1335,FEX2_SCHPO
1336,NPHA1_RHOSO
1337,BRAZ_PSEAE
1338,ATP5S_MOUSE
1339,AHL21_ARATH
1340,TM16B_ARATH
1341,JMJD6_HYDVU
1342,PRCC_HUMAN
1343,CTNA2_HUMAN
1344,GPA1_ORYSJ
1345,CP1A3_ONCMY
1346,MDJ1_YEAST
1347,XYLT1_HUMAN
1348,HBB1_DANRE
1349,CP4D1_DROME
1350,AP1S1_YEAST
1351,CCA1_CANGA
1352,MAND_ECOL6
1353,SGMR1_HUMAN
1354,ABFA_ASPKW
1355,LIN53_CAEEL
1356,AMPD1_HUMAN
1357,GLD2_RAT
1358,MRM1_MOUSE
1359,RD23A_ARATH
1360,PSUT_ECOLI
1361,NUOG_MYCTU
1362,IMA5_RAT
1363,DET2_GOSHI
1364,ZIC1_XENLA
1365,FHA2_ARATH
1366,SUR1_ARATH
1367,COS1_YEAST
1368,HOME2_MOUSE
1369,RS162_ARATH
1370,ISLR2_MOUSE
1371,DDR48_CANAL
1372,CU059_DROME
1373,STRAB_HUMAN
1374,GLTD_MYCTU
1375,PDGFD_RAT
1376,DPYL3_DANRE
1377,FEN1A_XENLA
1378,AP4B1_MOUSE
1379,TACO1_HUMAN
1380,MNS1_ARATH
1381,THIO2_DROME
1382,SERC3_HUMAN
1383,ZN784_MOUSE
1384,RAB4A_MOUSE
1385,PPK24_SCHPO
1386,SDCG8_MOUSE
1387,THY1_RAT
1388,GLIP1_ARATH
1389,SC5A7_TORMA
1390,TOM1_TOBAC
1391,SUGP1_HUMAN
1392,CATZ_MOUSE
1393,MT1B_ORYSJ
1394,CASPC_RAT
1395,LPAR1_HUMAN
1396,PA2G5_HUMAN
1397,TNR11_MOUSE
1398,SPYA_RAT
1399,CCNH_HUMAN
1400,TRP2_PYRAP
1401,AL1A1_RAT
1402,TUSE_ECOLI
1403,IF1_MYCTU
1404,TGM1_MOUSE
1405,PEX7_SCHPO
1406,CAP3_ADE05
1407,OR2BB_HUMAN
1408,DLL4_HUMAN
1409,SCU1_MESMA
1410,MSH2_MOUSE
1411,OX26_HUMAN
1412,UNC7_CAEEL
1413,UBP46_HUMAN
1414,DJ1A_ARATH
1415,RDR1_YEAST
1416,SPUE_PSEAE
1417,PSA2_DROME
1418,TRPC1_RAT
1419,VPS26_SCHPO
1420,EIF3K_HUMAN
1421,IL23A_MOUSE
1422,PSB2_RHOER
1423,AURKB_DANRE
1424,ZC3HF_HUMAN
1425,TMOD1_RAT
1426,NINJ2_HUMAN
1427,COFI_YEAST
1428,HNMT_HUMAN
1429,EF1A1_MOUSE
1430,VA711_ARATH
1431,DB118_HUMAN
1432,TCPQ_ARATH
1433,NR0B1_MOUSE
1434,RPSH_PSEAE
1435,LTC4S_HUMAN
1436,ADH1_CERCA
1437,DHYS_HUMAN
1438,PSPF_ECOLI
1439,PGM_ECOLI
1440,SCP19_ARATH
1441,CC114_HUMAN
1442,NAGPA_HUMAN
1443,SNF7_YEAST
1444,ZHX1_MOUSE
1445,CDC12_YEAST
1446,ARK72_RAT
1447,ATL23_ARATH
1448,PAI1_MOUSE
1449,BATF_MOUSE
1450,WAKLM_ARATH
1451,SX11B_XENLA
1452,INP4A_HUMAN
1453,TI201_ARATH
1454,PCDB6_HUMAN
1455,TAF4B_HUMAN
1456,RAE1_ARATH
1457,HM23_CAEEL
1458,UBE2C_DROME
1459,SLYA_CALRH
1460,SC5A1_MOUSE
1461,ACL7B_MOUSE
1462,TOP1_SCHPO
1463,ABHEA_MOUSE
1464,JAM3_HUMAN
1465,C1GLC_HUMAN
1466,TIF7_ARATH
1467,FLRT1_MOUSE
1468,NTCP_HUMAN
1469,CUL3A_ARATH
1470,SULF2_MOUSE
1471,VPS4_YEAST
1472,NAS36_CAEEL
1473,VPS27_MAGO7
1474,CADH6_RAT
1475,VATB1_HUMAN
1476,HACL1_MOUSE
1477,GH34_ORYSJ
1478,MA1A1_MOUSE
1479,GPVI_MOUSE
1480,WDR41_HUMAN
1481,PIAS2_MOUSE
1482,ASZ1_HORSE
1483,NDUV1_ARATH
1484,RL4_RAT
1485,AGL66_ARATH
1486,HSF_YEAST
1487,Y5986_ARATH
1488,K1C19_HUMAN
1489,O2A14_HUMAN
1490,SESD1_DANRE
1491,IF2B_ARATH
1492,RM09_HUMAN
1493,XYLK_DANRE
1494,SCL11_ARATH
1495,CDK10_MOUSE
1496,MAK16_HUMAN
1497,GSK3B_MOUSE
1498,SBP1_MOUSE
1499,PSB6_DICDI
1500,FZD9_RAT
1501,RPN1_RAT
1502,CHC10_HUMAN
1503,HCFC2_HUMAN
1504,PRPC_MYCTU
1505,TPC2_HUMAN
1506,IFNA4_HUMAN
1507,CAH5A_MOUSE
1508,GRAH1_ODOGR
1509,ZN367_HUMAN
1510,DLGP1_MOUSE
1511,PP2BB_HUMAN
1512,NIG2B_ODOJI
1513,KISS1_HUMAN
1514,MZB1_MOUSE
1515,NDUV1_BOVIN
1516,ASF1B_ARATH
1517,SOX3_MOUSE
1518,OPT4_ARATH
1519,CYTN_HUMAN
1520,CATIP_HUMAN
1521,ETV4_DANRE
1522,CYPH_YEAST
1523,RBM11_MOUSE
1524,DAVT_PSEAE
1525,TPPB_ARATH
1526,LGUL_RAT
1527,SNX16_HUMAN
1528,PABPA_XENLA
1529,PUB16_ARATH
1530,LY6H_MOUSE
1531,LAM0_DROME
1532,G6PI_METJA
1533,CXCR2_HUMAN
1534,AN32A_DROME
1535,2AAG_ARATH
1536,NPY1R_HUMAN
1537,PBX3_HUMAN
1538,MALT1_HUMAN
1539,YG63_SCHPO
1540,NC2B_ARATH
1541,NDK_EMENI
1542,VTS1_YEAST
1543,LMNA_RAT
1544,OLFM4_HUMAN
1545,P63_HUMAN
1546,MX2_BUBBU
1547,TAT3_ARATH
1548,SLX5_YEAST
1549,PABP_ASPOR
1550,CTNB1_CANLF
1551,ACTA_CHICK
1552,RPOE_SALT1
1553,PDLI7_HUMAN
1554,MIG1_YEAST
1555,HYFR_ECOLI
1556,Y079_DEIRA
1557,SMUF2_MOUSE
1558,KRP2_ARATH
1559,IL11_MOUSE
1560,PDGFB_HUMAN
1561,CDKA1_HUMAN
1562,AOC1_PIG
1563,SHH_CHICK
1564,VSX2_MOUSE
1565,NK3R_RAT
1566,PRFB1_ARATH
1567,NAC19_ARATH
1568,TRI13_HUMAN
1569,MIP_RAT
1570,RR19_ORYSI
1571,NUD13_MOUSE
1572,DPB1_HUMAN
1573,SODM_ASPFU
1574,SRSF4_MOUSE
1575,ZN703_DANRE
1576,SHC1_HUMAN
1577,CNST_MOUSE
1578,NP1L4_HUMAN
1579,PEN2_DROME
1580,THSD1_HUMAN
1581,CRIPT_RAT
1582,TDRP_HUMAN
1583,AP1S2_HUMAN
1584,SPNXB_HUMAN
1585,SNAT_RAT
1586,YD03_SCHPO
1587,IKZF3_MOUSE
1588,LAP4A_MOUSE
1589,VP26A_ARATH
1590,CLR4_SCHPO
1591,XRRA1_HUMAN
1592,ICMT_HUMAN
1593,PBL8_ARATH
1594,FGR_HUMAN
1595,SCAM2_HUMAN
1596,COMT_RAT
1597,AT2C1_RAT
1598,AT2C2_MOUSE
1599,PPIA_DICDI
1600,GSX2_MOUSE
1601,SETB_ECOLI
1602,METE_MYCTU
1603,NAC3_RAT
1604,APA1_ARATH
1605,ARP3_ARATH
1606,NBL1_DANRE
1607,DBP2_YEAST
1608,TGFB1_BOVIN
1609,METK2_HUMAN
1610,GSTF5_ARATH
1611,S2541_MOUSE
1612,MTA_ONCMY
1613,RFX1L_DANRE
1614,GR21A_DROME
1615,NPY1_SCHPO
1616,GALT6_DROME
1617,COX41_RAT
1618,YCF4_ORYSJ
1619,PPR1_YEAST
1620,CRRS9_ARATH
1621,INO3_ARATH
1622,UCK_DROME
1623,DEAD_MYCTU
1624,KCJ10_MOUSE
1625,KO1_ARATH
1626,CALCB_HUMAN
1627,E41L1_RAT
1628,ITRA_ALBKA
1629,PDC1_ARATH
1630,PARP2_HUMAN
1631,LGR4_MOUSE
1632,ORC1A_ARATH
1633,EFTM_ARATH
1634,TBCA_YEAST
1635,C7263_MEDTR
1636,ABCG5_MOUSE
1637,DHB12_MOUSE
1638,EXSA_PSEAE
1639,CAH12_HUMAN
1640,EF1D_DROME
1641,GAAP_HALAI
1642,GNL3_RAT
1643,AATP2_ARATH
1644,RS26B_YEAST
1645,LPIN3_MUSSP
1646,PCR11_ARATH
1647,MTN1_ARATH
1648,THIOM_MOUSE
1649,LT4R1_HUMAN
1650,TRPA2_ARATH
1651,MOB1_SCHPO
1652,ADH5_YEAST
1653,GLYC_CAEEL
1654,CML38_ARATH
1655,C11B1_HUMAN
1656,ACHG_HUMAN
1657,KGUA_HUMAN
1658,IDH1_YEAST
1659,MSI2_ARATH
1660,SAP30_DROME
1661,PPT3_ORYSJ
1662,COMT2_SCHPO
1663,GLT10_MOUSE
1664,HSP70_CHICK
1665,GT14B_ARATH
1666,PER54_ARATH
1667,AROS_HUMAN
1668,HCD2_DROME
1669,STBOS_STERE
1670,2B18_HUMAN
1671,NU2M_RAT
1672,AMY4_SCHPO
1673,LAMP1_RAT
1674,IL7_MOUSE
1675,INV4_ARATH
1676,GELS_MOUSE
1677,IGBP1_HUMAN
1678,NDF1_MOUSE
1679,YH7H_SCHPO
1680,GOGC3_ARATH
1681,RM53_BOVIN
1682,CB1A_ARATH
1683,YHHQ_ECOLI
1684,PBO6_CAEEL
1685,FEM1B_HUMAN
1686,DEAF1_MOUSE
1687,XYNA_ASPFU
1688,UCHL1_MOUSE
1689,FGFR3_HUMAN
1690,CSKP_HUMAN
1691,OR7AA_HUMAN
1692,NRROS_MOUSE
1693,CSPG5_HUMAN
1694,STK11_CHICK
1695,TRYDG_DROME
1696,GGA3_HUMAN
1697,AKAP4_MOUSE
1698,DMGD_HALED
1699,IF4A_SCHPO
1700,VNT1B_XENLA
1701,KCNC1_HUMAN
1702,IRAK2_HUMAN
1703,SO2B1_RAT
1704,TDR_ORYSJ
1705,DMT1Y_ORYLA
1706,TFP11_DROME
1707,OREX_MOUSE
1708,GD_BHV1C
1709,SENP2_HUMAN
1710,NEUS_RAT
1711,DDX10_HUMAN
1712,BMH1_YEAST
1713,FEP1_SCHPO
1714,PDPKB_DICDI
1715,ARL6_MOUSE
1716,CLCKB_RAT
1717,SPD2_ARATH
1718,BIOH_ECOLI
1719,STKLJ_ARATH
1720,DRD1_HUMAN
1721,BCKD_MOUSE
1722,CYTB_HUMAN
1723,MC4R_RAT
1724,ECM2_MOUSE
1725,EDIL3_MOUSE
1726,LIPA_YEAST
1727,PAXI_MOUSE
1728,MO25_DROME
1729,MATRX_MEASA
1730,Y1343_ARATH
1731,H2B1M_HUMAN
1732,AURKB_BOVIN
1733,BRO1_YEAST
1734,RL19_DANRE
1735,YDM9_SCHPO
1736,SIA7A_MOUSE
1737,RAC1_ARATH
1738,CDC37_HUMAN
1739,SCG1_PIG
1740,AOX_EMENI
1741,SSR3_HUMAN
1742,ALMA2_EMIHU
1743,CCPN_BACSU
1744,DNSL2_HUMAN
1745,ARBK2_HUMAN
1746,RL6_CAEEL
1747,FCF1_HUMAN
1748,ILL2_ARATH
1749,NCSB2_STRCZ
1750,SCH9_YEAST
1751,SCM3_YEAST
1752,PGM1_MOUSE
1753,NDHJ_ORYSJ
1754,KIFA3_STRPU
1755,PAX3B_XENLA
1756,APOE_RAT
1757,PPM1M_MOUSE
1758,SDHB_YEAST
1759,NDHJ_ORYSA
1760,GHOT_ECOLI
1761,DLX1_MOUSE
1762,NAC7_ARATH
1763,GREM1_XENLA
1764,AADAT_RAT
1765,IF5_SCHPO
1766,AGP2_ARATH
1767,ILVBL_DANRE
1768,HXA11_HUMAN
1769,ZIF1_ARATH
1770,SPAT5_HUMAN
1771,S14L2_HUMAN
1772,OR5W2_HUMAN
1773,ORTH1_ARATH
1774,NLTP1_VIGRR
1775,SERPH_HUMAN
1776,ATP5E_CAEEL
1777,PAGP_ECOLI
1778,AP1S1_SCHPO
1779,SCS2_YEAST
1780,EGL5_CAEEL
1781,HEM1_HUMAN
1782,DNM1L_HUMAN
1783,I23O1_MOUSE
1784,AL1L1_RAT
1785,CBF5_SCHPO
1786,CAN1_RAT
1787,EXOS3_HUMAN
1788,B9D1_HUMAN
1789,MSSP1_ARATH
1790,APK2_ARATH
1791,PRKC_BACAN
1792,AURKA_BOVIN
1793,GTR4_RAT
1794,SEM6C_MOUSE
1795,FBLK1_ARATH
1796,NMI_MOUSE
1797,RL36_RAT
1798,MIG21_CAEEL
1799,KCNH5_RAT
1800,SIN1_DROME
1801,SYAM_HUMAN
1802,LHWL2_ARATH
1803,U2AFB_ARATH
1804,HXADB_DANRE
1805,SAT5_ARATH
1806,RL18A_SCHPO
1807,SUT12_ARATH
1808,RS14A_SCHPO
1809,PURA_ECOLI
1810,RN126_MOUSE
1811,CRF_HUMAN
1812,F8I2_HUMAN
1813,RNF41_HUMAN
1814,CHST3_MOUSE
1815,CO8A1_HUMAN
1816,PPM1D_MOUSE
1817,PE2R1_HUMAN
1818,ARAD1_ARATH
1819,CLCN5_RAT
1820,RS30_ONCMY
1821,YJIA_ECOLI
1822,ADT4_HUMAN
1823,S23IP_HUMAN
1824,HXA13_MOUSE
1825,GRB2_RAT
1826,RANG_DICDI
1827,I17RD_HUMAN
1828,MOAC1_MYCTU
1829,PSAB_ORYNI
1830,PGRP1_RAT
1831,REEP4_HUMAN
1832,B3GA1_MOUSE
1833,ALF_PLAF7
1834,BRK1_HUMAN
1835,SRPRB_HUMAN
1836,MIEN1_MOUSE
1837,TNF14_MOUSE
1838,WDR5_HUMAN
1839,BACD1_MOUSE
1840,NTL9_ARATH
1841,PRDC1_HUMAN
1842,DR9C7_HUMAN
1843,GBRL2_BOVIN
1844,SPRE_MOUSE
1845,FRL2I_ARATH
1846,YCF3_ORYSI
1847,PGRC1_RAT
1848,EB1C_ARATH
1849,RL7A_HUMAN
1850,GCYA2_RAT
1851,LET60_CAEEL
1852,DCOR_MOUSE
1853,CYC_SCHPO
1854,JIP2_HUMAN
1855,NCF2_MOUSE
1856,MMAA2_MYCBO
1857,DWORF_MOUSE
1858,RB3GP_RAT
1859,HNRPQ_HUMAN
1860,GIG1_CANAL
1861,WTR8_ARATH
1862,P66A_MOUSE
1863,RL28_ECOLI
1864,GBGT1_HUMAN
1865,GAL3_YEAST
1866,IF5A1_YEAST
1867,ARPC3_BOVIN
1868,EMP1_RAT
1869,PEX16_HUMAN
1870,CAN2_RAT
1871,SUT1_YEAST
1872,MAP21_ARATH
1873,NQRD_VIBC3
1874,UBC10_ARATH
1875,SEH1_YEAST
1876,DNJA3_HUMAN
1877,PTHD1_HUMAN
1878,SEPT8_MOUSE
1879,ARL8C_ARATH
1880,ADA2_YEAST
1881,VPS4_SCHPO
1882,NAL10_HUMAN
1883,LCN1_HUMAN
1884,PAXX_HUMAN
1885,CSRN3_HUMAN
1886,ARLZ_SCHPO
1887,GBG8_HUMAN
1888,CDC20_MOUSE
1889,SAY1_YEAST
1890,NAT7_ARATH
1891,RET2_MOUSE
1892,KS6A1_HUMAN
1893,T2FA_RAT
1894,PPR93_ARATH
1895,CLIC4_RAT
1896,CSTFT_MOUSE
1897,CHIP_MOUSE
1898,FADH_ECOLI
1899,TPCB_ASPFU
1900,CDS1_SCHPO
1901,WFS1_MOUSE
1902,RPF2_SCHPO
1903,BCAT1_MOUSE
1904,Z385B_HUMAN
1905,SUFE2_ARATH
1906,PAPOG_HUMAN
1907,RS193_ARATH
1908,BX9_MAIZE
1909,DHRS2_HUMAN
1910,LAG3_HUMAN
1911,SLB_GLOBL
1912,PGM1_HUMAN
1913,WRK71_ORYSI
1914,NGFV_MACLB
1915,KTR1_YEAST
1916,STOP1_ORYSJ
1917,SH22A_MOUSE
1918,CKLF7_MOUSE
1919,TCTP_RAT
1920,CALM4_MOUSE
1921,NDF4_XENLA
1922,DHI2_HUMAN
1923,SYT2_MOUSE
1924,NKX21_HUMAN
1925,SBSN_MOUSE
1926,DBP4_YEAST
1927,CAT1_NEUCR
1928,KN7B_ARATH
1929,NDUS6_MOUSE
1930,PEX3_RAT
1931,ELA_HUMAN
1932,VM3H1_CRORU
1933,CRERF_HUMAN
1934,CLE44_ARATH
1935,ZNT6_MOUSE
1936,OPRI_PSEAE
1937,CYSD1_ARATH
1938,FABP5_RAT
1939,ACTA_MOUSE
1940,A1AG1_HUMAN
1941,AGD6_ARATH
1942,BEST1_MOUSE
1943,DJC21_HUMAN
1944,WRB_HUMAN
1945,ARA_DROME
1946,KRT38_HUMAN
1947,NB5R1_MOUSE
1948,TKSP_THEKO
1949,FOXQ1_MOUSE
1950,EMP2_RAT
1951,EF1B_YEAST
1952,GNL3_HUMAN
1953,XPT_ARATH
1954,MYPT2_MOUSE
1955,AIDA_MOUSE
1956,PURB_HUMAN
1957,LFG3_MOUSE
1958,A4_MOUSE
1959,UME1_YEAST
1960,SULF1_HUMAN
1961,M2K10_ARATH
1962,EPHB1_RAT
1963,L2CC_DROME
1964,ASGR1_RAT
1965,CDC3_YEAST
1966,IRX5_HUMAN
1967,DBP5_YEAST
1968,1B55_HUMAN
1969,HMOX1_HUMAN
1970,PAP_HHV11
1971,GSHR_MOUSE
1972,SEPT4_MOUSE
1973,ANGP1_HUMAN
1974,GGA1_YEAST
1975,ACPM1_ARATH
1976,T22D3_MOUSE
1977,TIDC1_MOUSE
1978,ACRO_HUMAN
1979,RBBP7_MOUSE
1980,ASB2_ORYSJ
1981,NLE1_ARATH
1982,WDFY2_CAEEL
1983,PSN2_RAT
1984,HCR_ECOLI
1985,PROP2_GALME
1986,CXE12_ARATH
1987,PAIN_DROME
1988,RAF1_ARATH
1989,CD9_RAT
1990,RS10A_DROME
1991,GGT1_RAT
1992,ARRB2_RAT
1993,ECHD1_MOUSE
1994,EXT1_HUMAN
1995,CDKL1_HUMAN
1996,UPP_ARATH
1997,SMS1_MOUSE
1998,MCTP2_HUMAN
1999,FLNB_TERSD
2000,HESX1_MOUSE
2001,5HT4R_RAT
2002,TE2IP_CHICK
2003,CHIN_MOUSE
2004,KAN3_ARATH
2005,SBE2_YEAST
2006,GPR3_RAT
2007,WRK53_ARATH
2008,YHXB_SCHPO
2009,MEDAG_MOUSE
2010,CAPP1_ARATH
2011,SC6A5_RAT
2012,TAOK1_RAT
2013,LPQH_MYCBP
2014,CGR1_YEAST
2015,TRPB_MYCTU
2016,RM17_HUMAN
2017,STX4_HUMAN
2018,EFR3A_MOUSE
2019,RPOA_ORYSI
2020,RPOA_ORYSJ
2021,EFG_MYCTU
2022,LRGUK_HUMAN
2023,RPOA_ORYSA
2024,XYNF1_ASPOR
2025,ENOB_MOUSE
2026,HPS6_MOUSE
2027,TSDA_ALLVD
2028,PSY_CAPAN
2029,RUVB1_MOUSE
2030,ANS4B_MOUSE
2031,PGP_HUMAN
2032,ARHG6_MOUSE
2033,ARRB_CAEEL
2034,DOHH_CANAL
2035,SMF3_YEAST
2036,MBNL1_MOUSE
2037,DAXX_RAT
2038,VINEX_MOUSE
2039,FDFT_YEAST
2040,COX2_MOUSE
2041,WASL_RAT
2042,COQ7_HUMAN
2043,PHP14_PIG
2044,MOB2_MOUSE
2045,HAX1_HUMAN
2046,DTX42_ARATH
2047,RTKN_HUMAN
2048,FAM3B_MOUSE
2049,MVP1_SCHPO
2050,ZHD4_ARATH
2051,KIRR1_HUMAN
2052,PTPRA_HUMAN
2053,LSR_MOUSE
2054,FA10_RAT
2055,HSP17_ARATH
2056,ITB2_MOUSE
2057,P4KG2_ARATH
2058,RS11_MYCTU
2059,BLUB_RHORT
2060,NOVM_STRNV
2061,A3LT2_RAT
2062,PRVA_RAT
2063,WDR61_HUMAN
2064,UBD_HUMAN
2065,PHO2_YEAST
2066,B3GN3_HUMAN
2067,WHY1_ARATH
2068,AP1M1_HUMAN
2069,ITBP2_HUMAN
2070,SPER3_ARATH
2071,ETFD_YEAST
2072,XYN2_MAGO7
2073,FOSB_MOUSE
2074,EMBR_MYCTU
2075,SORCN_CRIGR
2076,GSTD6_DROME
2077,BOP1_MOUSE
2078,UTP7_SCHPO
2079,APC10_MOUSE
2080,DRS1_SCHPO
2081,GAL1_SCHPO
2082,MUB1_YEAST
2083,UNPG_DROME
2084,OBGC1_ORYSJ
2085,RHBG_CANLF
2086,PSNA_DICDI
2087,KMO_HUMAN
2088,TRI34_HUMAN
2089,MOB2A_ARATH
2090,ERAP1_MOUSE
2091,KLH14_HUMAN
2092,Y5185_ARATH
2093,PAX9_HUMAN
2094,HTRA3_MOUSE
2095,KTNA1_MOUSE
2096,GPC2_HUMAN
2097,CASP1_DROME
2098,SLT2_CHLRE
2099,VAV3_HUMAN
2100,CBIN_SALTY
2101,SO1B1_HUMAN
2102,HPCAS_METS5
2103,SSN3_YEAST
2104,ACOX3_MOUSE
2105,CCDC6_HUMAN
2106,IMA7_HUMAN
2107,PO5F2_MOUSE
2108,IDH3A_DROME
2109,SIGIR_MOUSE
2110,RGL2_ARATH
2111,AKAP1_MOUSE
2112,CHST7_HUMAN
2113,RCR1_YEAST
2114,PILR2_LINUS
2115,ACHA_MOUSE
2116,NDKA_RAT
2117,FKB1B_MOUSE
2118,ATL15_ARATH
2119,YJ87_SCHPO
2120,PTMA_MOUSE
2121,RRAGB_HUMAN
2122,LCPS_MUCCL
2123,TCAM1_HUMAN
2124,DLG3_RAT
2125,HOME1_RAT
2126,CASP4_HUMAN
2127,AMYP_HUMAN
2128,PSBC_SYNY3
2129,S22A1_MOUSE
2130,PEX5_MOUSE
